index,count,mean,std,min,25%,50%,75%,max
LAB-Q:Espumogeno_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:FeGxL_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:FeGxL_Sol_a_Pta_A_M-5.DIA,1.0,64.62,,64.62,64.62,64.62,64.62,64.62
LAB-Q:Fe_disuelto_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:FE_Drenaje_Muros_Ctrl.Total,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:F_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:H2O_CABEZA_SEWELL.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:H2SO4GxL_Desc_Reactor_As_M-8.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:H2SO4GxL_Sol_Pta_SX_M-3.DIA,1.0,30.25,,30.25,30.25,30.25,30.25,30.25
LAB-Q:H2SO4_ALIM_PTA_SX.TURNO,1.0,23.09,,23.09,23.09,23.09,23.09,23.09
LAB-Q:H2SO4_ALIM_PTA_SX_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:H2SO4_REFINO_E-2_PTA_SX.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:H2SO4_REFINO_E-2_PTA_SX_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:HC_Fijos_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Hg_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_AL2O3_CONC_FINAL_COBRE.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_AL2O3_CONC_FINAL_COBRE_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Ley_As_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Ley_As_Desc_Reactor_As_M-8.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Ley_As_Ripios_FU_M-2.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Ley_Bi_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Ley_Bi_Desc_Reactor_As_M-8.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Ley_Bi_Desc_Reactor_BI_M-9.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Ley_Bi_Ripios_FU_M-2.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Ley_Cd_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Ley_Cd_Ripios_FU_M-2.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CUNS_CABEZA_SEWELL.TURNO,1.0,10.02,,10.02,10.02,10.02,10.02,10.02
LAB-Q:LEY_CU_AGUA_IND_SEWELL.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_ALIM_COLUM_SAG.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_CU_ALIM_COLUM_SAG.TURNO_ACE_AVG,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_CU_ALIM_PTA_MOLY.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_C212.TURNO,1.0,1.43,,1.43,1.43,1.43,1.43,1.43
LAB-Q:LEY_CU_CABEZA_COLON.TURNO,1.0,5.73,,5.73,5.73,5.73,5.73,5.73
LAB-Q:LEY_CU_CABEZA_COLON.TURNO_ACE_AVG,1.0,5.73,,5.73,5.73,5.73,5.73,5.73
LAB-Q:LEY_CU_CABEZA_SAG.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_CU_CABEZA_SAG.TURNO_ACE_AVG,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_CU_CABEZA_SAG2.TURNO,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_CU_CABEZA_SAG2.TURNO_ACE_AVG,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_CU_CABEZA_SEWELL.TURNO,1.0,8.59,,8.59,8.59,8.59,8.59,8.59
LAB-Q:LEY_CU_CIRC_RE_SCV.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_CIRC_SCV_BANCO104.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_COLA_BANCO123.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_COLA_BANCO124.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_COLA_BARAHONA.TURNO,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_CU_COLA_COLUM_SAG.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_CU_COLA_COLUM_SAG.TURNO_ACE_AVG,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_CU_COLA_PLANTA_MOLY.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_COLA_REPASO1.TURNO,1.0,21.66,,21.66,21.66,21.66,21.66,21.66
LAB-Q:LEY_CU_COLA_REPASO2.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_COLA_REP_COLON.TURNO,1.0,21.66,,21.66,21.66,21.66,21.66,21.66
LAB-Q:LEY_CU_COLA_REP_SEWELL.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_COLA_ROUGHER_COLON.TURNO,1.0,4.3,,4.3,4.3,4.3,4.3,4.3
LAB-Q:LEY_CU_COLA_ROUGHER_SEWELL.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_COLA_SAG.TURNO,1.0,21.24,,21.24,21.24,21.24,21.24,21.24
LAB-Q:LEY_CU_COLA_SAG.TURNO_ACE_AVG,1.0,25.54,,25.54,25.54,25.54,25.54,25.54
LAB-Q:LEY_CU_COLA_SCAVENGER.TURNO,1.0,12.89,,12.89,12.89,12.89,12.89,12.89
LAB-Q:LEY_CU_COLA_SCV_SAG.TURNO,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_CU_COLA_SCV_SAG.TURNO_ACE_AVG,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_CU_COLA_SEWELL.TURNO,1.0,10.02,,10.02,10.02,10.02,10.02,10.02
LAB-Q:LEY_CU_CONC_CIRCUITO-E.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_CONC_CTO_CU_COLON.TURNO,1.0,14.32,,14.32,14.32,14.32,14.32,14.32
LAB-Q:LEY_Cu_CONC_FINAL_COBRE.TURNO,1.0,4.3,,4.3,4.3,4.3,4.3,4.3
LAB-Q:LEY_Cu_CONC_Final_Moly.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_CONC_FINAL_PTR.TURNO,1.0,4.3,,4.3,4.3,4.3,4.3,4.3
LAB-Q:LEY_CU_CONC_FINAL_SAG.TURNO,1.0,1.43,,1.43,1.43,1.43,1.43,1.43
LAB-Q:LEY_CU_CONC_FINAL_SAG.TURNO_ACE_AVG,1.0,1.43,,1.43,1.43,1.43,1.43,1.43
LAB-Q:LEY_CU_CONC_REP2_COLON.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_CONC_REPASO_SEWELL.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_CONC_REP_COLON.TURNO,1.0,15.93,,15.93,15.93,15.93,15.93,15.93
LAB-Q:LEY_CU_CONC_ROUGHER_SEWELL.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_CONC_SCV_SAG.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_CU_CONC_SCV_SAG.TURNO_ACE_AVG,1.0,4.3,,4.3,4.3,4.3,4.3,4.3
LAB-Q:Ley_Cu_Correa212.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Ley_Cu_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Ley_Cu_Desc_Reactor_As_M-8.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_ESCORIA_CT_A_MOLIENDA.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_ESCORIA_FRESCA_A_MOLIENDA.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_CU_M_UNITARIO.TURNO,1.0,5.73,,5.73,5.73,5.73,5.73,5.73
LAB-Q:Ley_Cu_Ripios_FU_M-2.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Fe_CONC_FINAL_COBRE.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_Fe_CONC_FINAL_COBRE_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Fe_CONC_FINAL_SAG.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_Fe_CONC_FINAL_SAG.TURNO_ACE_AVG,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_Fe_CONC_REPASO_SEWELL.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Ley_Fe_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_ALIM_PTA_MOLY.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_CABEZA_COLON.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_Cabeza_Moly.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_CABEZA_M_UNITARIO.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_CABEZA_SAG.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_CABEZA_SAG2.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_CABEZA_SEWELL.DIA,1.0,8.59,,8.59,8.59,8.59,8.59,8.59
LAB-Q:LEY_MO_CIRC_SCV_BANCO104.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_MO_CIRC_SCV_BANCO108.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_COLA_1Limp_Moly.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_COLA_2Limp_Moly.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_COLA_BARAHONA.TURNO,1.0,4.3,,4.3,4.3,4.3,4.3,4.3
LAB-Q:LEY_Mo_COLA_BARAHONA_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_COLA_COL_SAG.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_Mo_COLA_COL_SAG.TURNO_ACE_AVG,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_Mo_COLA_COL_SAG_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_COLA_PLANTA_MOLY.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_COLA_REP2_COLON.TURNO,1.0,28.82,,28.82,28.82,28.82,28.82,28.82
LAB-Q:LEY_Mo_COLA_REP2_COLON_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_COLA_REP_COLON.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_COLA_REP_COLON_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_COLA_REP_SEWELL.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_COLA_REP_SEWELL_PROM.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_COLA_RETRATAMIENTO.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_COLA_RETRATAMIENTO_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_COLA_ROUGHER_COLON.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_Mo_COLA_ROUGHER_COLON_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_COLA_ROUGHER_Moly.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_COLA_ROUGHER_SEWELL.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_COLA_ROUGHER_SEWELL_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_COLA_SAG.TURNO,1.0,19.81,,19.81,19.81,19.81,19.81,19.81
LAB-Q:LEY_Mo_COLA_SAG_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_COLA_SCAV_SAG.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_Mo_COLA_SCAV_SAG_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_CONC_CIRCUITO-E.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_CONC_CIRCUITO-E_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_CONC_CTO_CU_COLON.TURNO,1.0,15.75,,15.75,15.75,15.75,15.75,15.75
LAB-Q:LEY_Mo_CONC_FINAL,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_CONC_FINAL_COBRE.TURNO,1.0,4.3,,4.3,4.3,4.3,4.3,4.3
LAB-Q:LEY_Mo_CONC_FINAL_COBRE_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_CONC_Final_Moly.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_CONC_FINAL_PTR.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_CONC_FINAL_PTR_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_CONC_FINAL_SAG.TURNO,1.0,4.3,,4.3,4.3,4.3,4.3,4.3
LAB-Q:LEY_Mo_CONC_FINAL_SAG.TURNO_ACE_AVG,1.0,4.3,,4.3,4.3,4.3,4.3,4.3
LAB-Q:LEY_Mo_CONC_FINAL_SAG_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_CONC_MOLY,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_MO_CONC_SCV_SAG.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:Ley_Mo_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_ESCORIA_CT_A_MOLIENDA.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_ESCORIA_CT_A_MOLIENDA_PROM.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_ESCORIA_FRESCA_A_MOLIENDA.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_Mo_ESCORIA_FRESCA_A_MOLIENDA_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_Ox_CABEZA_COLON.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_Ox_CABEZA_M_UNITARIO.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_Ox_CABEZA_SAG.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_Ox_CABEZA_SAG2.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_Mo_Ox_CABEZA_SEWELL.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Ley_Mo_Ripios_FU_M-2.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Ley_Pb_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_SIO2_CONC_FINAL_COBRE.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_SIO2_CONC_FINAL_COBRE_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:LEY_S_CABEZA_SEWELL.DIA,1.0,5.31,,5.31,5.31,5.31,5.31,5.31
LAB-Q:LEY_S_CABEZA_TRAD_COLON.DIA,1.0,5.31,,5.31,5.31,5.31,5.31,5.31
LAB-Q:LEY_S_CONC_CTO_CU.TURNO,1.0,15.75,,15.75,15.75,15.75,15.75,15.75
LAB-Q:LEY_S_CONC_CTO_CU_COLON.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:LEY_S_CONC_FINAL_CU.TURNO,1.0,4.3,,4.3,4.3,4.3,4.3,4.3
LAB-Q:LEY_S_CONC_FINAL_SAG.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_S_CONC_FINAL_SAG.TURNO_ACE_AVG,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:LEY_S_CONC_REP_1_COLON.TURNO,1.0,20.23,,20.23,20.23,20.23,20.23,20.23
LAB-Q:Mn_Aguas_Claras_Emb.Dia,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mn_Aguas_Claras_Emb.Dia_Of,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Aguas_Dren_Muros_DS90.Dia,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mn_Aguas_Dren_Muros_DS90.Dia_Of,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Descarga_PAMo.Dia,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mn_Descarga_PAMo.Dia_Of,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
lab-q:mn_eflu_dir_emb.dia,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
lab-q:mn_eflu_dir_emb.dia.string,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mn_Eflu_Dir_Emb.Dia_Of,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Eflu_Mezcal_PAMo.Dia,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mn_Eflu_Mezcal_PAMo.Dia_Of,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Eflu_Mezcla_PAMo.Dia,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mn_Eflu_Mezcla_PAMo.Dia_Of,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Estacion_Dos_Ctrl.Semanal,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mn_Pozo01.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo01.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo02.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo02.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo03.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo03.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo04.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo04.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo04A.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo05.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo05.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo06.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo06.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo07.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mn_Pozo07.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:MoGxL_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:MoGxL_Ripios_FU_M-2.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:MoGxL_Sol_a_Pta_A_M-5.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:MoGxL_Sol_a_Pta_SX_M-3.DIA,1.0,38.84,,38.84,38.84,38.84,38.84,38.84
LAB-Q:MoT_Cab_Colon.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:MoT_Cab_Gen_Sewell.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:MoT_Cab_Molino_Unit.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:MoT_Cab_SAG1.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:MoT_Cab_SAG2.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:MoT_Cola_Circuito_ReSCV.cm,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:MoT_Cola_Colon.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:MoT_Cola_Rougher_Sewell.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:MoT_Cola_SAG.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:MoT_Conc_Final_Cu.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:MoT_Conc_Final_PTR.cm,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:MoT_Conc_Final_SAG.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:MoT_Conc_Repaso.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:MoT_Conc_Rougher_Sewell.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mo_Aguas_Claras_Emb.Dia,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mo_Aguas_Claras_Emb.Dia_Of,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Descarga_PAMo.Dia,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mo_Descarga_PAMo.Dia_Of,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Drenaje_Muros_Ctrl.Semanal,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Drenaje_Muros_Ctrl.Total,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mo_Eflu_Dir_Emb.Dia,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mo_Eflu_Dir_Emb.Dia_Of,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Eflu_Mezcla_PAMo.Dia,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mo_Eflu_Mezcla_PAMo.Dia_Of,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Estacion1.Dia,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Estacion2.Dia,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Mo_Estacion2.Dia_Of,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo01.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo01.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo02.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo02.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo03.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo03.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo04.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo04.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo04A.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo05.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo05.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo06.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo06.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo07.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Mo_Pozo07.Sem_Oficial,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Nivel_Eflu_Mezcla_PAMo.Dia,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Ni_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
